Container ID,Description,Origin
KLMN1234569,LOADED ON 15 PLT(S) PLASTIC MOULDING MATERIAL HS-CODE3917. ,"Seoul, South Korea"
TUVW9876541,GRIMBERGEN PINKO 4% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356. ,"Berlin, Germany"
RSTU4321097,ON 6 PALLETS CONTAINING PVC PIPE AND FITTINGS HS CODES 7308-7309 NET WEIGHT 11246 KG FOB HOUSTON. ,"Bangkok, Thailand"
YZXCV1234565,12568 KGS 41.219 CUBIC METER 678 CARTON SPORTS EQUIPMENT HS CODES 9503. SHIPPER DECLARES.,Hong Kong
DSRQW9876546,IN 45 PALLETS OF CHEMICALS AND REAGENTS CONTAINING ACIDS AND BASES. ,"Paris, France"
GFRTE1234563,LOADED ON 12 PLT(S) AUTO PARTS HS-CODE7321. ,"Istanbul, Turkey"
CEDFG9876549,GRIMBERGEN AMBREE 4.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214355. ,"Rome, Italy"
JHGFV4321093,ON 8 PALLETS CONTAINING METAL PARTS AND ACCESSORIES HS CODES 9406 NET WEIGHT 8532 KG CIF LOS ANGELES. ,"Barcelona, Spain"
VWXYZ9876543,13567 KGS 41.219 CUBIC METER 345 CARTON OF ELECTRONIC COMPONENTS & SPARE PARTS HS CODES 85423010. SHIPPER DECLARES.,"Shanghai, China"
QWERT1234567,IN 30 PALLETS CONTAINING FURNITURE AND DECORATIONS FOR EXPORT. ,"Guangzhou, China"
HGFDS5678901,LOADED ON 25 PLT(S) SILICONE SEALANTS HS-CODE32169090.,"Shenzhen, China"
MNOPI2345678,GRANOLA AND OAT FLAKES FOR FOOD EXPORTING IN 4 PALLETS EACH 50 KG TARE WEIGHT 1000 KG NET WEIGHT CIF COLOMBIA.,"Hamburg, Germany"
BNIUV6543219,ON 10 PALLETS CONTAINING 3-PLY PAPER PRODUCTS AND CARTONS. ,"Qingdao, China"
LKJHG5432101,12567 KGS 31.119 CUBIC METER 789 CARTON OF PLASTIC CONTAINERS & PACKAGING MATERIAL HS CODES 39239010. SHIPPER DECLARES.,"Guangzhou, China"
IUYTR0987654,IN 25 PALLETS OF FURNITURE AND DECORATIONS FOR EXPORT. ,"Shanghai, China"
OPQRST9876543,LOADED ON 20 PLT(S) VACUUM SEALING MACHINE PARTS HS-CODE73269090.,"Shenzhen, China"
MNOPQ2345678,GRANOLA AND OAT FLAKES FOR FOOD EXPORTING IN 5 PALLETS EACH 50 KG TARE WEIGHT 1000 KG NET WEIGHT CIF COLOMBIA.,"Hamburg, Germany"
KJHGF9876543,"ON 9 PALLETS CONTAINING BBL ALUTHENE 80-IV E 133/10 SIN IMPRESION, ANCHO 102 MM BBL ALUTHENE 80-IV E 133/8 ANCHO 50 MM SIN IMPRESION NET WEIGHT 8765 KG CIF VERACRUZ.","Hamburg, Germany"
DQWZ9876543,12000 KGS 25.121 CUBIC METER 400 CARTON TOWELS & BED SHEETS HS CODES 630900. SHIPPER DECLARES.,"Guangzhou, China"
RTUY4321098,IN 30 PALLETS OF READY-TO-WEAR GARMENTS CONTAINING FABRICS AND TEXTILES.,"Seoul, South Korea"
CVBNT6789123,LOADED ON 25 PLT(S) CARBON STEEL WIRE ROPE HS-CODE72161010.,"Osaka, Japan"
IJKL6543210,GRANDEARO CAFÉ ESPRESSO IN 12 x 1L TINS. CB 4160406 / 278214358.,"Barcelona, Spain"
FGHJ9876543,ON 15 PALLETS CONTAINING PP BAGS AND FIBC SACKS IN VARIOUS SIZES.,"Dubai, UAE"
MNOO1234567,18000 KGS 35.256 CUBIC METER 450 CARTON TENTS & CANOPIES HS CODES 940570. SHIPPER DECLARES.,"Shenzhen, China"
ZXCRT6543210,IN 20 PALLETS OF ELECTRONIC COMPONENTS AND PARTS CONTAINING ROHS COMPLIANT MATERIALS.,Hong Kong
PQUIZ9876543,LOADED ON 18 PLT(S) FLEXIBLE PVC HOSE HS-CODE3920.10.10.,"Bangkok, Thailand"
LKJH5432109,GRANDEARO CHOCOLATE HAZELNUT IN 6 x 100g BARS CB 4160411 / 278214359.,"Paris, France"
NVBGB8765432,ON 12 PALLETS CONTAINING PVC FLEXIBLE CONDUITS IN VARIOUS SIZES AND COLORS.,"Istanbul, Turkey"
QWERT1234567,87654 KGS 45.432 CUBIC METER 345 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 94039000. SHIPPER DECLARES.,"Shanghai, China"
POIUY9876543,IN 30 PALLETS OF ELECTRONIC EQUIPMENT CONTAINING COMPUTERS AND SOFTWARE. ,"Tokyo, Japan"
MNOPQ1234567,LOADED ON 15 PLT(S) POLYETHYLENE 5000MI GRAY S1 HS-CODE39249010. ,"Seoul, South Korea"
JKLIK6543219,200 BAGS OF COFFEE EACH 50KG CB 4323123 / 2198765436. ,"Rio de Janeiro, Brazil"
LQWERT4321098,ON 12 PALLETS CONTAINING MACHINERY PARTS 1PC STEEL PIPE 250 MM X 120 MM X 4MM SIN IMPRESION NET WEIGHT 1350 KG CIF GUAYMAS. ,"Bogota, Colombia"
HGFCC1234567,IN 25 PALLETS OF TEXTILES AND CLOTHING CONTAINING KNITTED GARMENTS. ,"Mumbai, India"
YTRRE54321098,LOADED ON 8 PLT(S) EPOXY RESIN 5000MI GRAY S1 HS-CODE38199090. ,"Beijing, China"
XCVBN1234567,2500 BOTTLES OF JUICE EACH 200ML CB 987654321 / 4321098765. ,"Buenos Aires, Argentina"
GFDSE54321098,ON 10 PALLETS CONTAINING METALWARE 1PC STEEL CYLINDER 250 MM X 120 MM X 4MM SIN IMPRESION NET WEIGHT 650 KG CIF PANAMA. ,"Lima, Peru"
ERTRE4321098,IN 20 PALLETS OF FURNITURE AND HOUSEHOLD GOODS CONTAINING SOFAS AND LOUNGES. ,"Istanbul, Turkey"
PQRS7654321,14521 KGS 25.111 CUBIC METER 450 CARTON FURNITURE & PARTS HS CODES 940110. SHIPPER DECLARES.,"Shanghai, China"
VWXY9834567,IN 35 PALLETS OF TEXTILES AND LINENS CONTAINING DRY GOODS. ,Hong Kong
CDEFG1234567,LOADED ON 15 PLT(S) POLYETHYLENE TUBES HS-CODE39239000.,"Seoul, South Korea"
IJKL7890123,GRIMSBY BEER 4.5% ABV. EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Rotterdam, Netherlands"
OPQR6543219,ON 11 PALLETS CONTAINING FURNITURE PARTS AND ACCESSORIES HS CODE 94030000 NET WEIGHT 8214 KG CIF LOS ANGELES.,"Busan, South Korea"
NMOP5678912,IN 45 CARTONS OF TOYS AND TRINKETS CONTAINING SOFT GOODS. ,"Tokyo, Japan"
KJHG3456789,LOADED ON 10 PLT(S) PACKAGING MATERIALS HS-CODE39239000.,Singapore
XCVB6543210,GRIMSBURY AMBREE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160411 / 278214359.,"Gdansk, Poland"
PQRK12345678,ON 8 PALLETS CONTAINING FURNITURE & PARTS HS CODES 94010000 NET WEIGHT 5122 KG CIF NEW YORK.,"Guangzhou, China"
ZYXW98765432,IN 25 CARTONS OF COSMETICS AND SKIN CARE PRODUCTS CONTAINING DANGEROUS GOODS. ,"Istanbul, Turkey"
PQRS9876543,23456 KGS 50.123 CUBIC METER 101 PACKAGES LIGHTBULBS & SWITCHES HS CODES 940390. SHIPPER DECLARES.,"Shanghai, China"
EFGH4321098,IN 30 PALLETS OF FURNITURE CONTAINING HEAVY GOODS. ,"Rotterdam, Netherlands"
HIJK1234567,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE39239010. ,"Shenzhen, China"
MNOP9876543,GRANOLAS ALPERUZA DE AVENA CON AZÚCAR Y NARANJA. EACH 600G BAG CB 4160410 / 278214357. ,"Hamburg, Germany"
VWXZ4321098,ON 10 PALLETS CONTAINING PLASTIC PARTS FOR VEHICLES ANCHO 90 MM X ALTO 150 MM HS-CODE 39269080. ,"Rotterdam, Netherlands"
CDEF1234567,14568 KGS 45.000 CUBIC METER 221 CONTAINERS PAINTS & VARNISHES HS CODES 320790. SHIPPER DECLARES.,"Shenzhen, China"
STUV9876543,IN 25 PALLETS OF HOUSEHOLD GOODS FOR CHARITY DONATION. ,"Rotterdam, Netherlands"
KILO4321098,LOADED ON 20 PLT(S) HEAVY MACHINERY PARTS HS-CODE84298990. ,"Hamburg, Germany"
RTYS1234567,GRANOLA BARS IN 50KG PLASTIC CONTAINERS CB 4160410 / 278214357. ,"Rotterdam, Netherlands"
PQRS9876543,ON 15 PALLETS CONTAINING BEVERAGE EQUIPMENT ANCHO 150 MM X ALTO 200 MM HS-CODE 90183900. ,"Shanghai, China"
VBNM9876543,12345 KGS 25.111 CUBIC METER 456 CARTON TOOLS & ACCESSORIES HS CODES 847330. SHIPPER DECLARES. ,"Shanghai, China"
JKLQ1234567,IN 30 PALLETS OF TEXTILES AND YARNS CONTAINING FABRICS WITH COLOUR PIGMENTS. ,"Seoul, South Korea"
MNGF9876541,LOADED ON 15 PLT(S) POLYURETHANE FOAM HS-CODE39269090. ,"Tokyo, Japan"
POKL1234567,"GRANOLA BARS, EACH WITH NET WEIGHT 200G HS CODES 190590. ","Bangkok, Thailand"
ZYXC4321098,ON 12 PALLETS CONTAINING FIBRE CABLES AND WIRE HARNESS 15/0.5 MM2x20AWG INSULATED COPPER HS CODES 8537. ,"Bangkok, Thailand"
KJHGF1234567,ON 18 PALLETS CONTAINING BLOWN PLASTIC BEADS HS CODES 3915. ,"Seoul, South Korea"
VBNM9876543,FURNITURE KITS (1X COFFEE TABLE & 2X NIGHTSTAND) EACH WITH NET WEIGHT 40KG HS CODES 940331. ,"Shanghai, China"
JKLQ1234567,IN 25 PALLETS OF COSMETICS AND SKIN CARE PRODUCTS CONTAINING FLAMMABLE LIQUIDS. ,"Tokyo, Japan"
MNGF9876541,LOADED ON 20 PLT(S) POLYETHYLENE FILM HS-CODE39239090. ,"Seoul, South Korea"
POKL1234567,FASHION JEWELLERY SETS (1X NECKLACE & 2XRINGS) EACH WITH NET WEIGHT 150G HS CODES 7113. ,"Bangkok, Thailand"
QWERT1234567,"14532 KGS 78.321 CUBIC METER 956 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 940310, 3926. SHIPPER DECLARES. ","Shenzhen, China"
MNBV6543210,IN 35 PALLETS OF ELECTRONIC COMPONENTS AND COMPUTER HARDWARE CONTAINING HEAVY METALS. ,"Seoul, South Korea"
KILO9876543,LOADED ON 25 PLT(S) POLYMERIC RESIN S2 HS-CODE39169000. ,"Busan, South Korea"
CVBNH1234567,GRAND CRU LAFITE ROYAL CASKS OF FINE WINE 6/75CL BOTTLES CB 4160310 / 278214356. ,"Bordeaux, France"
IJKLZ9876543,ON 12 PALLETS CONTAINING ROLL CAGE STEEL HS-CODE73089070 NET WEIGHT 18792 KG FOB TARRAGONA. ,"Barcelona, Spain"
ZYXCV5432109,"IN 21 PALLETS OF TEXTILE MATERIALS CONTAINING POLYESTER FABRIC AND YARN HS CODES 5208, 5506. SHIPPER DECLARES. ",Hong Kong
MNOPI9876543,LOADED ON 30 PLT(S) COPPER TUBES HS-CODE74081000. ,"Shanghai, China"
FGHJN5432109,21345 KGS 42.123 CUBIC METER 450 CARTON LEATHER BELTS & HAND BAGS HS CODES 4205. SHIPPER DECLARES. ,"Ho Chi Minh City, Vietnam"
PQRST5432109,"IN 40 PALLETS OF FOOD AND BEVERAGE CONTAINING DAIRY PRODUCTS AND BAKED GOODS HS CODES 1901, 2008. ",Hong Kong
PQRS9876549,12345 KGS 25.125 CUBIC METER 700 CARTON PLATES & CUTLERY HS CODES 392440. SHIPPER DECLARES.,"Guangzhou, China"
EFGH1234567,IN 30 PALLETS OF TEXTILES AND FABRICS CONTAINING COTTON T-SHIRTS. ,"Mumbai, India"
IJHK6789012,LOADED ON 25 PLT(S) ACRYLIC PAINTS VARNISHES HS-CODE32079010. ,"Rotterdam, Netherlands"
MNOP4321098,GRANITE SLABS FOR MARBLE WORKING AND CARVING EACH 1200 X 600 MM CB 4160410 / 278214357.,"Shanghai, China"
VBCD8765432,ON 18 PALLETS CONTAINING HDPE PLASTIC BOTTLES OF DETERGENT NET WEIGHT 8500 KG CIF GUAYAQUIL. ,Singapore
XYZU7654321,90120 KGS 17.125 CUBIC METER 800 CARTON FURNITURE PARTS HS CODES 94032010. SHIPPER DECLARES.,"Shenzhen, China"
LKMN9876543,IN 50 PALLETS OF ELECTRONICS CONTAINING LCD TV SCREENS. ,"Seoul, South Korea"
TRSD4321098,LOADED ON 20 PLT(S) POLYETHYLENE FILMS HS-CODE39172010. ,"Busan, South Korea"
YGUK7654321,GRANITE COUNTERTOPS FOR KITCHEN AND BATHROOM WORKING AND CARVING EACH 1800 X 900 MM CB 4160410 / 278214357.,"Shanghai, China"
HGFJ6543219,ON 12 PALLETS CONTAINING GLASSWARE BOTTLES NET WEIGHT 3000 KG CIF MEXICO CITY. ,"Bangkok, Thailand"
VRTU9876543,14567 KGS 21.123 CUBIC METER 120 CARTON LED LIGHTS & LAMPS HS CODES 94052010. SHIPPER DECLARES. ,"Seoul, South Korea"
MNOP7890123,IN 50 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING BATTERIES. ,"Tokyo, Japan"
QWERT1234567,LOADED ON 25 PLT(S) FLUOROSILICATE GLASS HS-CODE32161010. ,"Mumbai, India"
FGHJK7890123,GRIMBERGEN AMBREE 8% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358. ,"Mumbai, India"
CVBNM9876543,ON 12 PALLETS CONTAINING PVC TUBES E 133/10 SIN IMPRESION ANCHO 80 MM BVL PVC TUBES E 133/15 ANCHO 60 MM SIN IMPRESION NET WEIGHT 3789 KG CIF PANAMA. ,"Mumbai, India"
IJKLZ1234567,9876 KGS 10.909 CUBIC METER 500 CARTON SOFA & SECTIONAL HS CODES 94018100. SHIPPER DECLARES. ,Hong Kong
OIUYS7890123,IN 75 PALLETS OF PLASTICS AND ARTICLES THEREOF CONTAINING PLATES. ,Hong Kong
KLMNO9876543,LOADED ON 30 PLT(S) COPPER ALLOY HS-CODE32129010. ,"Guangzhou, China"
ZXCDF1234567,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359. ,"Shenzhen, China"
TUVWY9876543,ON 18 PALLETS CONTAINING POLYCARBONATE SHEETS E 133/2 SIN IMPRESION ANCHO 50 MM BVL PC SHEETS E 133/1 ANCHO 70 MM SIN IMPRESION NET WEIGHT 2649 KG CIF GUATEMALA. ,"Shenzhen, China"
UVWQ6543219,14237 KGS 45.123 CUBIC METER 982 CARTON FASHION ACCESSORIES & SHOES HS CODES 392611. SHIPPER DECLARES.,"Seoul, South Korea"
ERTY7654321,IN 30 PALLETS OF ELECTRONICS AND COMPUTER HARDWARE CONTAINING HIGH-TECH COMPONENTS. ,"Tokyo, Japan"
POIU9876543,LOADED ON 25 PLT(S) SILICONE RUBBER MASTIC HS-CODE39179010.,"Shenzhen, China"
MNOP1234567,"FRESH PRODUCE - BANANAS, ORANGES & APPLES ON 12 PALLETS NET WEIGHT 15000 KG CIF DALLAS.","Manila, Philippines"
QWERT4321098,CONTAINING CARBON STEEL HOLLOW SECTIONS IN 18 PALLETS ANCHOR BOLTS & WASHERS HS CODES 730811.,"Mumbai, India"
ASDF6543210,12000 KGS 70.5 CUBIC METER 850 CARTON TOYS AND GAMES HS CODES 950490. SHIPPER DECLARES.,Hong Kong
HGFJ7890123,IN 40 PALLETS OF HOUSEHOLD APPLIANCES & KITCHENWARE CONTAINING REFRIGERATORS.,"Shanghai, China"
ZXCV5432109,ON 8 PALLETS CONTAINING FLOORING MATERIALS - WOOD AND LAMINATE HS CODE 44079010 / 39189010.,"Bangkok, Thailand"
VWBX9876543,LOADED ON 20 PLT(S) POLYETHYLENE FILM FOR PACKAGING HS-CODE39239010.,"Guangzhou, China"
PQRS9876543,14523 KGS 78.219 CUBIC METER 432 CARTON FASHION APPAREL & HATS HS CODES 620412. SHIPPER DECLARES.,"Guangzhou, China"
MNOP1234567,IN 30 PALLETS OF SPORTS EQUIPMENT AND ACCESSORIES CONTAINING ELECTRONIC ITEMS. ,"Tokyo, Japan"
VWXYZ6543210,LOADED ON 25 PLT(S) SILICONE SEALANTS HS-CODE3207.10. ,"Mumbai, India"
IJKL0987654,GRAPES AND RAISINS IN 40 CARTONS CB 4171719 / 277421351. ,"Cape Town, South Africa"
FGHI9876543,ON 15 PALLETS CONTAINING HDPE PLASTIC WARES CODE HS-CODE39239099. ,"Chennai, India"
TUVW5432109,10856 KGS 54.319 CUBIC METER 216 CARTON JEWELLERY AND ACCESSORIES HS CODES 7115.19 SHIPPER DECLARES.,Hong Kong
POIU0987654,IN 50 PALLETS OF PHARMACEUTICALS & MEDICINE CONTAINING DANGEROUS GOODS. ,Singapore
ERTYUIO7890,LOADED ON 18 PLT(S) WAX COLORED CARTRIDGE HS-CODE3917.90. ,"Bangkok, Thailand"
ASDFGHJ5432,ON 12 PALLETS CONTAINING METAL ROLLER BEARING HS-CODE7321.90. ,"Ho Chi Minh City, Vietnam"
WXYZK1234567,GRAPES AND RAISINS IN 60 CARTONS CB 4171729 / 277421351. ,"Dubai, UAE"
PQRS7654321,12345 KGS 20.123 CUBIC METER 456 CARTON TOOLS & EQUIPMENT HS CODES 8477. SHIPPER DECLARES.,"Guangzhou, China"
MNOP9876543,IN 25 PALLETS OF FOOD PRODUCTS CONTAINING GLUTEN. ,"Tokyo, Japan"
VWXY1234567,LOADED ON 30 PLT(S) FLEXIBLE PVC TUBES HS-CODE3920. ,"Seoul, South Korea"
HJKL6543219,540 BOTTLES EACH 75CL OF BEVERAGES CB 4171114 / 278214357.,"Barcelona, Spain"
TRST7654321,"ON 12 PALLETS CONTAINING FURNITURE PARTS, TOTAL NET WEIGHT 8765 KG CIF SANTO DOMINGO.","Manila, Philippines"
ERTY7896543,IN 35 CARTONS OF TEXTILES AND CLOTHING HS CODES 6211. ,"Istanbul, Turkey"
FGHJ4321098,LOADED ON 25 PLT(S) DETERGENTS HS-CODE3401110.,"Mumbai, India"
IJKL9876543,GRAND MARNIER 100CL EACH BOTTLE CB 4171111 / 278214357.,"Paris, France"
ZYXC7654321,ON 15 PALLETS CONTAINING PAPER PRODUCTS AND DOCUMENTS HS CODES 4823. ,"Cairo, Egypt"
MNOP6543219,2166 KG NET WEIGHT 32 PALLETS CONTAINING PLASTIC PARTS HS-CODE3914.,"Rio de Janeiro, Brazil"
PQRS9876543,12000 KGS 40 CUBIC METER 480 CARTON PRINTING INK & TONERS HS CODES 3211. SHIPPER DECLARES.,"Shenzhen, China"
MNOP1234567,LOADED ON 30 PLT(S) ELECTRIC WIRE AND CABLE CONTAINING COPPER WIRES. ,Singapore
VWXZ7654321,IN 50 PALLETS OF FURNITURE & HOME DECOR ITEMS. ,Hong Kong
FGHJ5432197,ON 8 PALLETS CONTAINING GASEOUS HYDROGEN CHLORIDE (HCL) IN CYLINDERS. ,"Rotterdam, Netherlands"
ERST7654321,LOADED ON 25 PLT(S) TEXTILE FABRIC WITH PRINTED DESIGNS HS-CODE 5208.20.10.,"Guangzhou, China"
IJHG8765432,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
KLMN9876543,IN 60 PALLETS OF AUTOMOBILE PARTS AND ACCESSORIES CONTAINING BATTERIES & LIGHTINGS HS CODES 8717.,"Shenyang, China"
CDEFG8765432,"ON 12 PALLETS CONTAINING DANGEROUS GOODS, HAZMAT CLASS 9 HS-CODE 9401. ","Tokyo, Japan"
TUVW4321098,LOADED ON 15 PLT(S) FOOD ITEMS - INSTANT NOODLES AND COOKING OILS HS-CODE 1904.,"Ho Chi Minh City, Vietnam"
ZYXC5432197,IN 45 PALLETS OF TOOLS & EQUIPMENT CONTAINING DRILL MACHINES AND GRINDERS HS CODES 8466.,"Kuala Lumpur, Malaysia"
VGBN9876543,14523 KGS 67.321 CUBIC METER 432 CARTON MACHINE PARTS & ACCESSORIES HS CODES 841910. SHIPPER DECLARES.,"Guangzhou, China"
ERTY1234567,IN 30 PALLETS OF HOUSEHOLD FURNITURE AND DECORATION CONTAINING NON-DANGEROUS GOODS.,"Shanghai, China"
QWERT5678901,LOADED ON 15 PLT(S) PVC SHEET WHITE 0.8 MM HS-CODE39241010.,"Rotterdam, Netherlands"
HGFV1234567,GRAND MARNIER ORANGE LIQUEUR EACH 75CL BOTTLES CB 4000401 / 278214357.,"Antwerp, Belgium"
JKLZ6543210,ON 12 PALLETS CONTAINING 11000 PCS HANGERS TENSION 6 FT ALUMINUM HS-CODE73269090 NET WEIGHT 12000 KG FOB LIVERPOOL.,"Liverpool, UK"
ZYXC0987654,IN 25 PALLETS OF TEXTILES AND READYMADE GARMENTS CONTAINING DANGEROUS GOODS.,"Mumbai, India"
VGBN5432109,LOADED ON 20 PLT(S) PAPER BOARD HS-CODE48192010.,Hong Kong
ERTY7890123,9876 KGS 45.678 CUBIC METER 120 CARTON ELECTRONICS & ACCESSORIES HS CODES 854230. SHIPPER DECLARES.,"Shenzhen, China"
QWERT3210987,ON 8 PALLETS CONTAINING FABRIC COATED STEEL WIRE HS-CODE73121110 NET WEIGHT 8000 KG CIF PANAMA.,"Rotterdam, Netherlands"
HGFV7654321,GRANDE VIGNE BLANC WHITE WINE EACH 75CL BOTTLES CB 4000401 / 278214357.,"Bordeaux, France"
PQRS8765432,98765 KGS 100.123 CUBIC METER 450 CARTON SCISSORS & KNIVES HS CODES 821120. SHIPPER DECLARES.,"Seoul, South Korea"
VWXZ3456789,IN 30 PALLETS OF HOUSEHOLD APPLIANCES AND ACCESSORIES CONTAINING FLAMMABLE GOODS. ,"Rotterdam, Netherlands"
EFGT7890123,LOADED ON 15 PLT(S) SILICONE SEALANT 3000WHITE S1 HS-CODE32079010.,"Tokyo, Japan"
CDEW1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Tokyo, Japan"
HJKL9876543,ON 12 PALLETS CONTAINING 48 SHELVES FOR DISPLAY HS CODE 39239090 GROSS WEIGHT 13560 KG FCL BEIRUT.,"Osaka, Japan"
KIOP3456789,IN 20 PALLETS OF PLASTIC BOTTLES AND CAPS CONTAINING DANGEROUS GOODS.,"Shanghai, China"
LKMN7890123,LOADED ON 18 PLT(S) ADHESIVE TAPE S1 HS-CODE32079010.,"Seoul, South Korea"
MNOP1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359.,"Tokyo, Japan"
OPQR9876543,ON 8 PALLETS CONTAINING HEATING RADIATORS HS CODE 73201080 GROSS WEIGHT 19200 KG FCL MUMBAI.,"Osaka, Japan"
PQRS3456789,IN 25 PALLETS OF ELECTRONIC COMPONENTS AND ACCESSORIES CONTAINING FLAMMABLE GOODS.,"Shanghai, China"
PONR7654321,23456 KGS 15.625 CUBIC METER 456 CARTON SCISSORS & KNIVES HS CODES 821190. SHIPPER DECLARES.,"Seoul, South Korea"
QWERT6432157,IN 50 PALLETS OF TEXTILE AND FABRICS CONTAINING NON-HAZARDOUS GOODS. ,"Mumbai, India"
MNBVC8765432,LOADED ON 15 PLT(S) POLYESTER YARN HS-CODE52051100. ,"Istanbul, Turkey"
HGFEDC7654321,GRIMBERGEN AMBREE 8% ABV. BEER EACH 12/33CL BOTTLES CB 4160410 / 278214357.,"Paris, France"
JKLZ4321097,"ON 6 PALLETS CONTAINING FLEXIBLE PIPES FOR CONSTRUCTION PURPOSES SIN IMPRESION, LENGTH 10 MM BBL 316L / 5 MM BBL STAINLESS STEEL NET WEIGHT 1278 KG CIF SHENZHEN. ","Tokyo, Japan"
VBNM5432157,14567 KGS 20.25 CUBIC METER 876 CARTON WHEELS & AXLES HS CODES 871610. SHIPPER DECLARES.,"Shanghai, China"
PQRS9876543,IN 75 PALLETS OF ELECTRONICS AND COMPUTER PARTS CONTAINING HAZARDOUS GOODS. ,"Moscow, Russia"
ERTYUI7654321,LOADED ON 20 PLT(S) CARBON STEEL WIRE HS-CODE73121000.,"Beijing, China"
IJMNH4321098,GRIMBERGEN AMBREE 4% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Cairo, Egypt"
CVBNM5432157,ON 11 PALLETS CONTAINING COILED ALUMINUM ROD ANCHO 5 MM BBL ALUMINUM NET WEIGHT 1350 KG CIF HONG KONG.,"Bangkok, Thailand"
PQRS5678901,21540 KGS 55.124 CUBIC METER 345 CARTON LAMPS & LIGHTING EQUIP HS CODES 94054010. SHIPPER DECLARES.,"Qingdao, China"
WXYZ1234567,IN 30 PALLETS OF TEXTILES AND YARN CONTAINING NOxious SUBSTANCES. ,"Rotterdam, Netherlands"
MNOH7654321,LOADED ON 18 PLT(S) POLYPROPYLENE RANDOM COPOLYMER HS-CODE39202010. ,"Busan, South Korea"
KJIU9876543,GRIPPER MACHINES SPARES EACH 20 PCS CB 278214357 / 4160410. ,Hong Kong
HIJK7654321,ON 12 PALLETS CONTAINING WIRE RODS AL-ZN-D 500MM*5MM ANNEALED NET WEIGHT 10150 KG CIF GUAYMAS. ,"Kaohsiung, Taiwan"
UVWX5678901,ON 25 PALLETS CONTAINING GLASS TUBES INCLINED 20 PCS CB 4160410 / 278214357. ,"Antwerp, Belgium"
FGHJ1234567,LOADED ON 22 PLT(S) PETROLEUM JELLS HS-CODE27079090. ,"Shanghai, China"
CDER9876543,IN 15 PALLETS OF MACHINERY PARTS CONTAINING TOXIC CHEMICALS. ,"Leipzig, Germany"
TYUI7654321,ON 10 PALLETS CONTAINING STEEL RODS S20C ANNEALED NET WEIGHT 4500 KG CIF MANAGUA. ,"Tianjin, China"
POIU5432109,GRINSON BOTTLES EACH 12/75CL CB 4160410 / 278214357. ,"Amsterdam, Netherlands"
WXYZ9876543,23456 KGS 12.345 CUBIC METER 1200 CARTON FASHION ACCESSORIES HS CODES 940300. SHIPPER DECLARES.,"Shenzhen, China"
TUVW1234567,IN 50 PALLETS OF ELECTRONICS AND COMPUTER HARDWARE CONTAINING BATTERIES. ,"Seoul, South Korea"
MNBV9876541,LOADED ON 15 PLT(S) POLYURETHANE FOAM HS-CODE39269090.,"Guangzhou, China"
PQLK1234569,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
IJHU9876542,ON 8 PALLETS CONTAINING ALUMINUM SHEETS 1065 MM X 2534 MM.,"Dubai, UAE"
RSTU4321097,IN 20 PALLETS OF SPORTS EQUIPMENT AND ACCESSORIES CONTAINING CYCLING BIKES.,"Tokyo, Japan"
GFDV1234565,LOADED ON 12 PLT(S) TEXTILE FABRIC HS-CODE 5207.,"Mumbai, India"
CEDR9876546,56789 KGS 3.14159 CUBIC METER 1500 CARTON HOUSEHOLD APPLIANCES HS CODES 392690. SHIPPER DECLARES.,"Shanghai, China"
ERTY1234564,ON 10 PALLETS CONTAINING PACKAGING MATERIALS AND SUPPLIES.,Hong Kong
ASDF9876545,IN 30 PALLETS OF FOOD AND BEVERAGE PRODUCTS CONTAINING COFFEE BEANS.,"Rio de Janeiro, Brazil"
QWERT1234567,21579 KGS 37.111 CUBIC METER 1024 CARTON TOYS & GAMES HS CODES 950300. SHIPPER DECLARES.,"Shenzhen, China"
FGHJK9876543,IN 30 PALLETS OF TEXTILES AND YARNS CONTAINING SYNTHETIC MATERIALS.,"Mumbai, India"
CVBNI1234567,LOADED ON 25 PLT(S) ELECTRICAL WIRING HARNESS HS-CODE85165010.,"Seoul, South Korea"
XZYUI6543210,500 CANS OF PEANUT BUTTER EACH 800G CB 4160411 / 278214358.,"Hamburg, Germany"
